STRONG,OBJ,UID,Condition_GP,V,WEAK,STRUG_START,two_level_prosody,IID,PP1,XY,Condition_Q,QI,SID,REC_CLEAN,REC,Reading,STRUG,prosody,FIRST
PP1,NO,210-10-1,TRUE,NO,NONE,,PP1,10,YES,Y,FALSE,NO,210,10EDY,10EDY,1,NO,PP1 ,16Y
PP1,YES,210-10-2,TRUE,NO,OBJ,,PP1 > OBJ,10,YES,X,FALSE,NO,210,10EDY,10EDY,2,NO,PP1 > OBJ,16Y
NONE,YES,210-11-1,FALSE,NO,NONE,PP1,OBJ PP1,11,YES,Y,TRUE,NO,210,11EQN,11EQN,1,YES,OBJ PP1,16Y
NONE,YES,210-11-2,FALSE,NO,NONE,,OBJ PP1,11,YES,X,TRUE,YES,210,11EQN,11EQN,2,NO,OBJ PP1,16Y
PP1,NO,210-12-1,TRUE,NO,NONE,,PP1,12,YES,Y,TRUE,YES,210,12EQY,12EQY,1,NO,PP1 ,16Y
PP1,NO,210-12-2,TRUE,NO,NONE,,PP1,12,YES,X,TRUE,YES,210,12EQY,12EQY,2,NO,PP1 ,16Y
OBJ,YES,210-13-1,FALSE,NO,NONE,,OBJ,13,NO,Y,TRUE,YES,210,13EQN,13EQN,1,NO,OBJ ,16Y
OBJ,YES,210-13-2,FALSE,NO,NONE,,OBJ,13,NO,X,TRUE,YES,210,13EQN,13EQN,2,NO,OBJ ,16Y
OBJ,YES,210-14-1,FALSE,NO,NONE,,OBJ,14,NO,Y,FALSE,NO,210,14EDN,14EDN,1,NO,OBJ ,16Y
OBJ,YES,210-14-2,FALSE,NO,NONE,,OBJ,14,NO,X,FALSE,NO,210,14EDN,14EDN,2,NO,OBJ ,16Y
PP1,YES,210-15-1,TRUE,NO,OBJ,,PP1 > OBJ,15,YES,Y,TRUE,YES,210,15EQY,15EQY,1,NO,PP1 > OBJ,16Y
PP1,YES,210-15-2,TRUE,NO,OBJ,,PP1 > OBJ,15,YES,X,TRUE,YES,210,15EQY,15EQY,2,NO,PP1 > OBJ,16Y
PP1,NO,210-16-1,FALSE,NO,NONE,,PP1,16,YES,Y,FALSE,NO,210,16EDN,16EDN,1,NO,PP1 ,16Y
PP1,NO,210-16-2,FALSE,NO,NONE,,PP1,16,YES,X,FALSE,NO,210,16EDN,16EDN,2,NO,PP1 ,16Y
PP1,NO,210-2-1,TRUE,NO,NONE,,PP1,2,YES,Y,FALSE,NO,210,2EDY,2EDY,1,NO,PP1 ,16Y
PP1,NO,210-2-2,TRUE,NO,NONE,,PP1,2,YES,X,FALSE,NO,210,2EDY,2EDY,2,NO,PP1 ,16Y
OBJ,YES,210-3-1,TRUE,NO,PP1,,OBJ > PP1,3,YES,Y,FALSE,NO,210,3EDY,3EDY,1,NO,OBJ > PP1,16Y
PP1,YES,210-3-2,TRUE,NO,OBJ,,PP1 > OBJ,3,YES,X,FALSE,NO,210,3EDY,3EDY,2,NO,PP1 > OBJ,16Y
OBJ,YES,210-4-1,FALSE,NO,PP1,,OBJ > PP1,4,YES,Y,FALSE,NO,210,4EDN,4EDN,1,NO,OBJ > PP1,16Y
PP1,YES,210-4-2,FALSE,NO,OBJ,,PP1 > OBJ,4,YES,X,FALSE,NO,210,4EDN,4EDN,2,NO,PP1 > OBJ,16Y
PP1,NO,210-5-1,TRUE,NO,NONE,,PP1,5,YES,Y,FALSE,NO,210,5EDY,5EDY,1,NO,PP1 ,16Y
PP1,YES,210-5-2,TRUE,NO,OBJ,,PP1 > OBJ,5,YES,X,FALSE,NO,210,5EDY,5EDY,2,NO,PP1 > OBJ,16Y
PP1,NO,210-6-1,FALSE,NO,NONE,,PP1,6,YES,Y,FALSE,NO,210,6EDN,6EDN,1,NO,PP1 ,16Y
PP1,NO,210-6-2,FALSE,NO,NONE,,PP1,6,YES,X,FALSE,NO,210,6EDN,6EDN,2,NO,PP1 ,16Y
PP1,YES,210-7-1,FALSE,NO,OBJ,,PP1 > OBJ,7,YES,Y,TRUE,YES,210,7EQN,7EQN,1,NO,PP1 > OBJ,16Y
PP1,NO,210-7-2,FALSE,NO,NONE,,PP1,7,YES,X,TRUE,YES,210,7EQN,7EQN,2,NO,PP1 ,16Y
PP1,NO,210-8-1,FALSE,NO,NONE,,PP1,8,YES,Y,TRUE,YES,210,8EQN,8EQN,1,NO,PP1 ,16Y
PP1,NO,210-8-2,FALSE,NO,NONE,,PP1,8,YES,X,TRUE,YES,210,8EQN,8EQN,2,NO,PP1 ,16Y
PP1,NO,210-9-1,TRUE,NO,NONE,,PP1,9,YES,Y,TRUE,YES,210,9EQY,9EQY,1,NO,PP1 ,16Y
PP1,YES,210-9-2,TRUE,NO,OBJ,,PP1 > OBJ,9,YES,X,TRUE,YES,210,9EQY,9EQY,2,NO,PP1 > OBJ,16Y
OBJ,YES,212-1-1,FALSE,NO,NONE,OBJ,OBJ,1,NO,Y,TRUE,NO,212,1EQN,1EQN,1,YES,OBJ ,1Y
V,NO,212-1-2,FALSE,YES,NONE,,,1,NO,X,TRUE,NO,212,1EQN,1EQN,2,NO,V ,1Y
PP1,NO,212-10-1,FALSE,NO,NONE,,PP1,10,YES,Y,FALSE,NO,212,10EDN,10EDN,1,NO,PP1 ,1Y
PP1,NO,212-10-2,FALSE,NO,NONE,V,PP1,10,YES,X,FALSE,NO,212,10EDN,10EDN,2,YES,PP1 ,1Y
OBJ,YES,212-11-1,TRUE,NO,PP1,,OBJ > PP1,11,YES,Y,TRUE,YES,212,11EQY,11EQY,1,NO,OBJ > PP1,1Y
OBJ,YES,212-11-2,TRUE,NO,PP1,,OBJ > PP1,11,YES,X,TRUE,NO,212,11EQY,11EQY,2,NO,OBJ > PP1,1Y
PP1,NO,212-12-1,FALSE,YES,V,,PP1,12,YES,Y,TRUE,YES,212,12EQN,12EQN,1,NO,PP1 > V,1Y
PP1,NO,212-12-2,FALSE,NO,NONE,,PP1,12,YES,X,TRUE,YES,212,12EQN,12EQN,2,NO,PP1 ,1Y
PP1,YES,212-13-1,TRUE,NO,OBJ,,PP1 > OBJ,13,YES,Y,TRUE,YES,212,13EQY,13EQY,1,NO,PP1 > OBJ,1Y
OBJ,YES,212-13-2,TRUE,NO,PP1,,OBJ > PP1,13,YES,X,TRUE,YES,212,13EQY,13EQY,2,NO,OBJ > PP1,1Y
PP1,YES,212-14-1,TRUE,NO,OBJ,,PP1 > OBJ,14,YES,Y,FALSE,NO,212,14EDY,14EDY,1,NO,PP1 > OBJ,1Y
OBJ,YES,212-14-2,TRUE,NO,PP1,,OBJ > PP1,14,YES,X,FALSE,NO,212,14EDY,14EDY,2,NO,OBJ > PP1,1Y
OBJ,YES,212-15-1,FALSE,NO,PP1,,OBJ > PP1,15,YES,Y,TRUE,YES,212,15EQN,15EQN,1,NO,OBJ > PP1,1Y
OBJ,YES,212-15-2,FALSE,NO,PP1,,OBJ > PP1,15,YES,X,TRUE,YES,212,15EQN,15EQN,2,NO,OBJ > PP1,1Y
PP1,YES,212-16-1,TRUE,NO,OBJ,,PP1 > OBJ,16,YES,Y,FALSE,NO,212,16EDY,16EDY,1,NO,PP1 > OBJ,1Y
PP1,YES,212-16-2,TRUE,NO,OBJ,,PP1 > OBJ,16,YES,X,FALSE,NO,212,16EDY,16EDY,2,NO,PP1 > OBJ,1Y
PP1,YES,212-2-1,FALSE,NO,OBJ,,PP1 > OBJ,2,YES,Y,FALSE,NO,212,2EDN,2EDN,1,NO,PP1 > OBJ,1Y
PP1,YES,212-2-2,FALSE,NO,OBJ,,PP1 > OBJ,2,YES,X,FALSE,NO,212,2EDN,2EDN,2,NO,PP1 > OBJ,1Y
OBJ,YES,212-3-1,FALSE,NO,NONE,,OBJ,3,NO,Y,FALSE,NO,212,3EDN,3EDN,1,NO,OBJ ,1Y
OBJ,YES,212-3-2,FALSE,NO,NONE,,OBJ,3,NO,X,FALSE,NO,212,3EDN,3EDN,2,NO,OBJ ,1Y
OBJ,YES,212-4-1,TRUE,YES,PP1,,OBJ > PP1,4,YES,Y,FALSE,NO,212,4EDY,4EDY,1,NO,OBJ > V PP1,1Y
OBJ,YES,212-4-2,TRUE,YES,PP1,,OBJ > PP1,4,YES,X,FALSE,NO,212,4EDY,4EDY,2,NO,OBJ > V PP1,1Y
OBJ,YES,212-5-1,FALSE,NO,NONE,,OBJ,5,NO,Y,FALSE,NO,212,5EDN,5EDN,1,NO,OBJ ,1Y
OBJ,YES,212-5-2,FALSE,NO,NONE,,OBJ,5,NO,X,FALSE,NO,212,5EDN,5EDN,2,NO,OBJ ,1Y
PP1,YES,212-6-1,TRUE,NO,OBJ,,PP1 > OBJ,6,YES,Y,FALSE,NO,212,6EDY,6EDY,1,NO,PP1 > OBJ,1Y
PP1,YES,212-6-2,TRUE,NO,OBJ,,PP1 > OBJ,6,YES,X,FALSE,NO,212,6EDY,6EDY,2,NO,PP1 > OBJ,1Y
PP1,YES,212-7-1,TRUE,NO,OBJ,,PP1 > OBJ,7,YES,Y,TRUE,YES,212,7EQY,7EQY,1,NO,PP1 > OBJ,1Y
PP1,YES,212-7-2,TRUE,NO,OBJ,,PP1 > OBJ,7,YES,X,TRUE,YES,212,7EQY,7EQY,2,NO,PP1 > OBJ,1Y
PP1,YES,212-8-1,TRUE,YES,NONE,,PP1 > OBJ,8,YES,Y,TRUE,NO,212,8EQY,8EQY,1,NO,PP1 > V OBJ,1Y
PP1,YES,212-8-2,TRUE,YES,V,,PP1 > OBJ,8,YES,X,TRUE,NO,212,8EQY,8EQY,2,NO,PP1 > V OBJ,1Y
OBJ,YES,212-9-1,FALSE,NO,NONE,,OBJ,9,NO,Y,TRUE,YES,212,9EQN,9EQN,1,NO,OBJ ,1Y
OBJ,YES,212-9-2,FALSE,NO,NONE,,OBJ,9,NO,X,TRUE,YES,212,9EQN,9EQN,2,NO,OBJ ,1Y
PP1,YES,214-1-1,TRUE,NO,OBJ,,PP1 > OBJ,1,YES,Y,TRUE,NO,214,1EQY,1EQY,1,NO,PP1 > OBJ,16Y
PP1,YES,214-1-2,TRUE,NO,OBJ,,PP1 > OBJ,1,YES,X,TRUE,YES,214,1EQY,1EQY,2,NO,PP1 > OBJ,16Y
PP1,YES,214-10-1,TRUE,NO,OBJ,,PP1 > OBJ,10,YES,Y,FALSE,NO,214,10EDY,10EDY,1,NO,PP1 > OBJ,16Y
PP1,YES,214-10-2,TRUE,NO,OBJ,,PP1 > OBJ,10,YES,X,FALSE,NO,214,10EDY,10EDY,2,NO,PP1 > OBJ,16Y
NONE,YES,214-11-1,FALSE,NO,NONE,,OBJ PP1,11,YES,Y,TRUE,NO,214,11EQN,11EQN,1,NO,OBJ PP1,16Y
PP1,YES,214-11-2,FALSE,NO,OBJ,,PP1 > OBJ,11,YES,X,TRUE,YES,214,11EQN,11EQN,2,NO,PP1 > OBJ,16Y
PP1,NO,214-12-1,TRUE,NO,NONE,,PP1,12,YES,Y,TRUE,NO,214,12EQY,12EQY,1,NO,PP1 ,16Y
PP1,YES,214-12-2,TRUE,NO,OBJ,,PP1 > OBJ,12,YES,X,TRUE,NO,214,12EQY,12EQY,2,NO,PP1 > OBJ,16Y
PP1,YES,214-13-1,FALSE,NO,OBJ,PP2,PP1 > OBJ,13,YES,Y,TRUE,YES,214,13EQN,13EQN,1,YES,PP1 > OBJ,16Y
OBJ,YES,214-13-2,FALSE,NO,PP1,,OBJ > PP1,13,YES,X,TRUE,YES,214,13EQN,13EQN,2,NO,OBJ > PP1,16Y
OBJ,YES,214-14-1,FALSE,NO,PP1,,OBJ > PP1,14,YES,Y,FALSE,NO,214,14EDN,14EDN,1,NO,OBJ > PP1,16Y
PP1,YES,214-14-2,FALSE,NO,OBJ,,PP1 > OBJ,14,YES,X,FALSE,NO,214,14EDN,14EDN,2,NO,PP1 > OBJ,16Y
PP1,NO,214-15-1,TRUE,NO,NONE,,PP1,15,YES,Y,TRUE,NO,214,15EQY,15EQY,1,NO,PP1 ,16Y
PP1,YES,214-15-2,TRUE,NO,OBJ,,PP1 > OBJ,15,YES,X,TRUE,YES,214,15EQY,15EQY,2,NO,PP1 > OBJ,16Y
PP1,YES,214-16-1,FALSE,NO,OBJ,,PP1 > OBJ,16,YES,Y,FALSE,NO,214,16EDN,16EDN,1,NO,PP1 > OBJ,16Y
PP1,YES,214-16-2,FALSE,NO,OBJ,,PP1 > OBJ,16,YES,X,FALSE,NO,214,16EDN,16EDN,2,NO,PP1 > OBJ,16Y
PP1,NO,214-2-1,TRUE,NO,NONE,,PP1,2,YES,Y,FALSE,NO,214,2EDY,2EDY,1,NO,PP1 ,16Y
PP1,YES,214-2-2,TRUE,NO,OBJ,,PP1 > OBJ,2,YES,X,FALSE,NO,214,2EDY,2EDY,2,NO,PP1 > OBJ,16Y
PP1,YES,214-3-1,TRUE,NO,OBJ,,PP1 > OBJ,3,YES,Y,FALSE,NO,214,3EDY,3EDY,1,NO,PP1 > OBJ,16Y
PP1,YES,214-3-2,TRUE,NO,OBJ,,PP1 > OBJ,3,YES,X,FALSE,NO,214,3EDY,3EDY,2,NO,PP1 > OBJ,16Y
OBJ,YES,214-4-1,FALSE,YES,PP1,,OBJ > PP1,4,YES,Y,FALSE,NO,214,4EDN,4EDN,1,NO,OBJ > V PP1,16Y
PP1,NO,214-4-2,FALSE,NO,NONE,,PP1,4,YES,X,FALSE,NO,214,4EDN,4EDN,2,NO,PP1 ,16Y
PP1,YES,214-5-1,TRUE,NO,OBJ,,PP1 > OBJ,5,YES,Y,FALSE,NO,214,5EDY,5EDY,1,NO,PP1 > OBJ,16Y
PP1,YES,214-5-2,TRUE,NO,OBJ,,PP1 > OBJ,5,YES,X,FALSE,NO,214,5EDY,5EDY,2,NO,PP1 > OBJ,16Y
PP1,YES,214-6-1,FALSE,NO,OBJ,PP2,PP1 > OBJ,6,YES,Y,FALSE,NO,214,6EDN,6EDN,1,YES,PP1 > OBJ,16Y
OBJ,YES,214-6-2,FALSE,NO,PP1,,OBJ > PP1,6,YES,X,FALSE,NO,214,6EDN,6EDN,2,NO,OBJ > PP1,16Y
OBJ,YES,214-7-1,FALSE,NO,PP1,,OBJ > PP1,7,YES,Y,TRUE,NO,214,7EQN,7EQN,1,NO,OBJ > PP1,16Y
OBJ,YES,214-7-2,FALSE,NO,PP1,,OBJ > PP1,7,YES,X,TRUE,YES,214,7EQN,7EQN,2,NO,OBJ > PP1,16Y
PP1,YES,214-8-1,FALSE,NO,OBJ,,PP1 > OBJ,8,YES,Y,TRUE,NO,214,8EQN,8EQN,1,NO,PP1 > OBJ,16Y
PP1,NO,214-8-2,FALSE,NO,NONE,PP2,PP1,8,YES,X,TRUE,YES,214,8EQN,8EQN,2,YES,PP1 ,16Y
PP1,YES,214-9-1,TRUE,NO,OBJ,,PP1 > OBJ,9,YES,Y,TRUE,NO,214,9EQY,9EQY,1,NO,PP1 > OBJ,16Y
NONE,YES,214-9-2,TRUE,NO,NONE,PP1,OBJ PP1,9,YES,X,TRUE,YES,214,9EQY,9EQY,2,YES,OBJ PP1,16Y
PP1,YES,215-1-1,TRUE,NO,OBJ,,PP1 > OBJ,1,YES,Y,FALSE,NO,215,1EDY,1EDY,1,NO,PP1 > OBJ,1Y
PP1,YES,215-1-2,TRUE,NO,OBJ,,PP1 > OBJ,1,YES,X,FALSE,NO,215,1EDY,1EDY,2,NO,PP1 > OBJ,1Y
PP1,YES,215-10-1,TRUE,NO,OBJ,,PP1 > OBJ,10,YES,Y,TRUE,YES,215,10EQY,10EQY,1,NO,PP1 > OBJ,1Y
NONE,YES,215-10-2,TRUE,NO,NONE,,OBJ PP1,10,YES,X,TRUE,NO,215,10EQY,10EQY,2,NO,OBJ PP1,1Y
OBJ,YES,215-11-1,FALSE,NO,PP1,,OBJ > PP1,11,YES,Y,FALSE,NO,215,11EDN,11EDN,1,NO,OBJ > PP1,1Y
PP1,YES,215-11-2,FALSE,NO,OBJ,,PP1 > OBJ,11,YES,X,FALSE,NO,215,11EDN,11EDN,2,NO,PP1 > OBJ,1Y
PP1,YES,215-12-1,TRUE,NO,OBJ,,PP1 > OBJ,12,YES,Y,FALSE,NO,215,12EDY,12EDY,1,NO,PP1 > OBJ,1Y
PP1,YES,215-12-2,TRUE,NO,OBJ,,PP1 > OBJ,12,YES,X,FALSE,NO,215,12EDY,12EDY,2,NO,PP1 > OBJ,1Y
PP1,YES,215-13-1,FALSE,NO,OBJ,,PP1 > OBJ,13,YES,Y,FALSE,NO,215,13EDN,13EDN,1,NO,PP1 > OBJ,1Y
OBJ,YES,215-13-2,FALSE,NO,NONE,,OBJ,13,NO,X,FALSE,YES,215,13EDN,13EDN,2,NO,OBJ ,1Y
PP1,YES,215-14-1,FALSE,NO,OBJ,,PP1 > OBJ,14,YES,Y,TRUE,YES,215,14EQN,14EQN,1,NO,PP1 > OBJ,1Y
PP1,NO,215-14-2,FALSE,NO,NONE,,PP1,14,YES,X,TRUE,YES,215,14EQN,14EQN,2,NO,PP1 ,1Y
PP1,YES,215-15-1,TRUE,NO,OBJ,,PP1 > OBJ,15,YES,Y,FALSE,NO,215,15EDY,15EDY,1,NO,PP1 > OBJ,1Y
PP1,YES,215-15-2,TRUE,NO,OBJ,,PP1 > OBJ,15,YES,X,FALSE,NO,215,15EDY,15EDY,2,NO,PP1 > OBJ,1Y
PP1,NO,215-16-1,FALSE,NO,NONE,,PP1,16,YES,Y,TRUE,YES,215,16EQN,16EQN,1,NO,PP1 ,1Y
PP1,NO,215-16-2,FALSE,NO,NONE,,PP1,16,YES,X,TRUE,YES,215,16EQN,16EQN,2,NO,PP1 ,1Y
PP1,YES,215-2-1,TRUE,NO,OBJ,,PP1 > OBJ,2,YES,Y,TRUE,YES,215,2EQY,2EQY,1,NO,PP1 > OBJ,1Y
PP1,NO,215-2-2,TRUE,NO,NONE,,PP1,2,YES,X,TRUE,YES,215,2EQY,2EQY,2,NO,PP1 ,1Y
PP1,YES,215-3-1,TRUE,NO,OBJ,,PP1 > OBJ,3,YES,Y,TRUE,YES,215,3EQY,3EQY,1,NO,PP1 > OBJ,1Y
PP1,YES,215-3-2,TRUE,NO,OBJ,,PP1 > OBJ,3,YES,X,TRUE,YES,215,3EQY,3EQY,2,NO,PP1 > OBJ,1Y
OBJ,YES,215-4-1,FALSE,NO,NONE,,OBJ,4,NO,Y,TRUE,YES,215,4EQN,4EQN,1,NO,OBJ ,1Y
OBJ,YES,215-4-2,FALSE,NO,NONE,,OBJ,4,NO,X,TRUE,YES,215,4EQN,4EQN,2,NO,OBJ ,1Y
PP1,YES,215-5-1,TRUE,NO,OBJ,,PP1 > OBJ,5,YES,Y,TRUE,YES,215,5EQY,5EQY,1,NO,PP1 > OBJ,1Y
PP1,YES,215-5-2,TRUE,NO,OBJ,,PP1 > OBJ,5,YES,X,TRUE,YES,215,5EQY,5EQY,2,NO,PP1 > OBJ,1Y
PP1,NO,215-6-1,FALSE,NO,NONE,,PP1,6,YES,Y,TRUE,YES,215,6EQN,6EQN,1,NO,PP1 ,1Y
PP1,NO,215-6-2,FALSE,NO,NONE,,PP1,6,YES,X,TRUE,YES,215,6EQN,6EQN,2,NO,PP1 ,1Y
PP1,NO,215-7-1,FALSE,NO,NONE,,PP1,7,YES,Y,FALSE,NO,215,7EDN,7EDN,1,NO,PP1 ,1Y
OBJ,YES,215-7-2,FALSE,NO,PP1,,OBJ > PP1,7,YES,X,FALSE,NO,215,7EDN,7EDN,2,NO,OBJ > PP1,1Y
PP1,YES,215-8-1,FALSE,NO,OBJ,,PP1 > OBJ,8,YES,Y,FALSE,NO,215,8EDN,8EDN,1,NO,PP1 > OBJ,1Y
OBJ,YES,215-8-2,FALSE,NO,PP1,,OBJ > PP1,8,YES,X,FALSE,NO,215,8EDN,8EDN,2,NO,OBJ > PP1,1Y
PP1,YES,215-9-1,TRUE,NO,OBJ,PP1,PP1 > OBJ,9,YES,Y,FALSE,NO,215,9EDY,9EDY,1,YES,PP1 > OBJ,1Y
PP1,YES,215-9-2,TRUE,NO,OBJ,,PP1 > OBJ,9,YES,X,FALSE,NO,215,9EDY,9EDY,2,NO,PP1 > OBJ,1Y
OBJ,YES,22-1-1,TRUE,NO,PP1,,OBJ > PP1,1,YES,X,TRUE,YES,22,1EQY,1EQY,1,NO,OBJ > PP1,1Y
OBJ,YES,22-1-2,TRUE,NO,PP1,,OBJ > PP1,1,YES,Y,TRUE,YES,22,1EQY,1EQY,2,NO,OBJ > PP1,1Y
OBJ,YES,22-10-1,TRUE,NO,PP1,,OBJ > PP1,10,YES,X,FALSE,NO,22,10EDY,10EDY,1,NO,OBJ > PP1,1Y
OBJ,YES,22-10-2,TRUE,NO,PP1,,OBJ > PP1,10,YES,Y,FALSE,NO,22,10EDY,10EDY,2,NO,OBJ > PP1,1Y
PP1,YES,22-11-1,FALSE,NO,OBJ,,PP1 > OBJ,11,YES,X,TRUE,YES,22,11EQN,11EQN,1,NO,PP1 > OBJ,1Y
OBJ,YES,22-11-2,FALSE,NO,PP1,,OBJ > PP1,11,YES,Y,TRUE,YES,22,11EQN,11EQN,2,NO,OBJ > PP1,1Y
PP1,NO,22-12-1,TRUE,NO,NONE,,PP1,12,YES,X,TRUE,YES,22,12EQY,12EQY,1,NO,PP1 ,1Y
PP1,YES,22-12-2,TRUE,NO,OBJ,,PP1 > OBJ,12,YES,Y,TRUE,YES,22,12EQY,12EQY,2,NO,PP1 > OBJ,1Y
OBJ,YES,22-13-1,FALSE,NO,NONE,,OBJ,13,NO,X,TRUE,YES,22,13EQN,13EQN,1,NO,OBJ ,1Y
OBJ,YES,22-13-2,FALSE,NO,NONE,,OBJ,13,NO,Y,TRUE,YES,22,13EQN,13EQN,2,NO,OBJ ,1Y
OBJ,YES,22-14-1,FALSE,NO,NONE,,OBJ,14,NO,X,FALSE,NO,22,14EDN,14EDN,1,NO,OBJ ,1Y
OBJ,YES,22-14-2,FALSE,NO,NONE,,OBJ,14,NO,Y,FALSE,NO,22,14EDN,14EDN,2,NO,OBJ ,1Y
PP1,NO,22-15-1,TRUE,NO,NONE,,PP1,15,YES,X,TRUE,YES,22,15EQY,15EQY,1,NO,PP1 ,1Y
PP1,YES,22-15-2,TRUE,NO,OBJ,,PP1 > OBJ,15,YES,Y,TRUE,YES,22,15EQY,15EQY,2,NO,PP1 > OBJ,1Y
OBJ,YES,22-16-1,FALSE,NO,PP1,,OBJ > PP1,16,YES,X,FALSE,NO,22,16EDN,16EDN,1,NO,OBJ > PP1,1Y
OBJ,YES,22-16-2,FALSE,NO,NONE,,OBJ,16,NO,Y,FALSE,NO,22,16EDN,16EDN,2,NO,OBJ ,1Y
PP1,NO,22-2-1,TRUE,NO,NONE,,PP1,2,YES,X,FALSE,NO,22,2EDY,2EDY,1,NO,PP1 ,1Y
PP1,YES,22-2-2,TRUE,NO,OBJ,,PP1 > OBJ,2,YES,Y,FALSE,NO,22,2EDY,2EDY,2,NO,PP1 > OBJ,1Y
PP1,YES,22-3-1,TRUE,NO,OBJ,,PP1 > OBJ,3,YES,X,FALSE,YES,22,3EDY,3EDY,1,NO,PP1 > OBJ,1Y
OBJ,YES,22-3-2,TRUE,NO,PP1,,OBJ > PP1,3,YES,Y,FALSE,NO,22,3EDY,3EDY,2,NO,OBJ > PP1,1Y
OBJ,YES,22-4-1,FALSE,NO,PP1,,OBJ > PP1,4,YES,X,FALSE,NO,22,4EDN,4EDN,1,NO,OBJ > PP1,1Y
OBJ,YES,22-4-2,FALSE,YES,V,,OBJ,4,NO,Y,FALSE,NO,22,4EDN,4EDN,2,NO,OBJ > V,1Y
PP1,YES,22-5-1,TRUE,NO,OBJ,,PP1 > OBJ,5,YES,X,FALSE,NO,22,5EDY,5EDY,1,NO,PP1 > OBJ,1Y
OBJ,YES,22-5-2,TRUE,NO,PP1,,OBJ > PP1,5,YES,Y,FALSE,NO,22,5EDY,5EDY,2,NO,OBJ > PP1,1Y
PP1,NO,22-6-1,FALSE,NO,NONE,,PP1,6,YES,X,FALSE,NO,22,6EDN,6EDN,1,NO,PP1 ,1Y
OBJ,YES,22-6-2,FALSE,NO,NONE,,OBJ,6,NO,Y,FALSE,NO,22,6EDN,6EDN,2,NO,OBJ ,1Y
OBJ,YES,22-7-1,FALSE,NO,NONE,,OBJ,7,NO,X,TRUE,YES,22,7EQN,7EQN,1,NO,OBJ ,1Y
OBJ,YES,22-7-2,FALSE,NO,NONE,,OBJ,7,NO,Y,TRUE,YES,22,7EQN,7EQN,2,NO,OBJ ,1Y
PP1,YES,22-8-1,FALSE,NO,OBJ,,PP1 > OBJ,8,YES,X,TRUE,YES,22,8EQN,8EQN,1,NO,PP1 > OBJ,1Y
OBJ,YES,22-8-2,FALSE,NO,NONE,,OBJ,8,NO,Y,TRUE,YES,22,8EQN,8EQN,2,NO,OBJ ,1Y
PP1,YES,22-9-1,TRUE,NO,OBJ,,PP1 > OBJ,9,YES,X,TRUE,YES,22,9EQY,9EQY,1,NO,PP1 > OBJ,1Y
OBJ,YES,22-9-2,TRUE,NO,PP1,,OBJ > PP1,9,YES,Y,TRUE,YES,22,9EQY,9EQY,2,NO,OBJ > PP1,1Y
PP1,NO,3-1-1,TRUE,YES,V,PP2,PP1,1,YES,X,FALSE,NO,3,1EDY,3.1EDY_X,1,YES,PP1 > V,16Y
PP1,NO,3-1-2,TRUE,YES,V,,PP1,1,YES,Y,FALSE,NO,3,1EDY,3.1EDY_Y,2,NO,PP1 > V,16Y
PP1,NO,3-10-1,TRUE,NO,NONE,,PP1,10,YES,X,TRUE,YES,3,10EQY,3.10EQY_X,1,NO,PP1 ,16Y
OBJ,YES,3-10-2,TRUE,NO,PP1,,OBJ > PP1,10,YES,Y,TRUE,YES,3,10EQY,3.10EQY_Y,2,NO,OBJ > PP1,16Y
PP1,YES,3-11-1,FALSE,NO,OBJ,,PP1 > OBJ,11,YES,X,FALSE,NO,3,11EDN,3.11EDN_X,1,NO,PP1 > OBJ,16Y
OBJ,YES,3-11-2,FALSE,NO,PP1,,OBJ > PP1,11,YES,Y,FALSE,NO,3,11EDN,3.11EDN_Y,2,NO,OBJ > PP1,16Y
PP1,NO,3-12-1,TRUE,NO,NONE,,PP1,12,YES,X,FALSE,NO,3,12EDY,3.12EDY_X,1,NO,PP1 ,16Y
PP1,NO,3-12-2,TRUE,NO,NONE,,PP1,12,YES,Y,FALSE,NO,3,12EDY,3.12EDY_Y,2,NO,PP1 ,16Y
PP1,YES,3-13-1,FALSE,NO,OBJ,,PP1 > OBJ,13,YES,X,FALSE,NO,3,13EDN,3.13EDN_X,1,NO,PP1 > OBJ,16Y
OBJ,YES,3-13-2,FALSE,NO,NONE,,OBJ,13,NO,Y,FALSE,NO,3,13EDN,3.13EDN_Y,2,NO,OBJ ,16Y
PP1,YES,3-14-1,FALSE,YES,OBJ,,PP1 > OBJ,14,YES,X,TRUE,YES,3,14EQN,3.14EQN_X,1,NO,PP1 > V OBJ,16Y
OBJ,YES,3-14-2,FALSE,NO,NONE,,OBJ,14,NO,Y,TRUE,YES,3,14EQN,3.14EQN_Y,2,NO,OBJ ,16Y
NONE,YES,3-15-1,TRUE,NO,NONE,,OBJ PP1,15,YES,X,FALSE,NO,3,15EDY,3.15EDY_X,1,NO,OBJ PP1,16Y
OBJ,YES,3-15-2,TRUE,NO,PP1,,OBJ > PP1,15,YES,Y,FALSE,NO,3,15EDY,3.15EDY_Y,2,NO,OBJ > PP1,16Y
PP1,NO,3-16-1,FALSE,NO,NONE,,PP1,16,YES,X,TRUE,YES,3,16EQN,3.16EQN_X,1,NO,PP1 ,16Y
OBJ,YES,3-16-2,FALSE,NO,PP1,,OBJ > PP1,16,YES,Y,TRUE,NO,3,16EQN,3.16EQN_Y,2,NO,OBJ > PP1,16Y
