isFiller,Condition_Q,Condition_GP,Participant,Item,irt,File_pair
True,False,True,13,27,9976,13.27FDY
False,True,True,13,16,12248,13.16EQY
False,False,False,13,12,6031,13.12EDN
True,False,True,13,19,8235,13.19FDY
True,True,False,13,46,27420,13.46FQN
False,True,False,13,5,8782,13.5EQN
True,False,True,13,21,10669,13.21FDY
True,False,True,13,24,8626,13.24FDY
True,False,True,13,29,9406,13.29FDY
False,True,True,13,4,9566,13.4EQY
True,True,True,13,30,15359,13.30FQY
True,False,False,13,34,12832,13.34FDN
True,True,False,13,43,10108,13.43FQN
True,True,False,13,39,14688,13.39FQN
True,False,True,13,22,11908,13.22FDY
True,False,False,13,45,31499,13.45FDN
True,True,False,13,48,15119,13.48FQN
True,False,True,13,17,14232,13.17FDY
False,False,True,13,13,10981,13.13EDY
False,True,True,13,14,9626,13.14EQY
False,True,False,13,10,12112,13.10EQN
True,True,False,13,42,11131,13.42FQN
False,False,True,13,8,6000,13.8EDY
True,True,True,13,25,13650,13.25FQY
True,True,False,13,38,8280,13.38FQN
True,True,False,13,35,9085,13.35FQN
True,False,True,13,28,7662,13.28FDY
False,False,False,13,1,15665,13.1EDN
True,True,True,13,31,14742,13.31FQY
True,True,False,13,33,7039,13.33FQN
True,False,True,13,23,7002,13.23FDY
True,False,False,13,44,10259,13.44FDN
True,True,False,5,33,4080,5.33FQN
False,False,True,5,8,6960,5.8EDY
True,False,True,5,23,4103,5.23FDY
True,False,False,5,44,10566,5.44FDN
False,True,True,5,14,9419,5.14EQY
True,True,False,5,42,16919,5.42FQN
True,True,False,5,38,8851,5.38FQN
True,True,False,5,35,1913,5.35FQN
True,True,True,5,31,7829,5.31FQY
True,False,True,5,22,6825,5.22FDY
False,True,True,5,4,15653,5.4EQY
True,False,True,5,17,11420,5.17FDY
False,False,True,5,13,10799,5.13EDY
True,False,True,5,29,10896,5.29FDY
True,True,False,5,46,8436,5.46FQN
False,True,False,5,3,9176,5.3EQN
True,True,False,5,40,-2190,5.40FQN
True,False,True,5,27,10386,5.27FDY
False,False,False,5,12,13132,5.12EDN
False,True,False,5,2,8131,5.2EQN
True,False,True,5,20,6899,5.20FDY
True,False,True,5,26,-990,5.26FDY
True,True,True,5,32,11278,5.32FQY
True,True,False,5,41,7846,5.41FQN
False,False,False,5,9,13811,5.9EDN
True,False,False,14,41,13182,14.41FDN
False,False,True,14,3,12418,14.3EDY
False,True,False,14,7,8893,14.7EQN
True,True,False,14,36,7404,14.36FQN
True,False,True,14,32,4918,14.32FDY
True,True,True,14,26,11609,14.26FQY
False,True,False,14,13,14458,14.13EQN
True,True,True,14,18,12645,14.18FQY
True,False,False,14,47,8132,14.47FDN
False,False,True,14,5,8005,14.5EDY
True,True,True,14,20,13994,14.20FQY
True,True,True,14,27,10438,14.27FQY
False,False,False,14,6,8662,14.6EDN
True,False,False,14,37,12414,14.37FDN
True,False,False,14,40,6249,14.40FDN
False,False,True,14,2,15405,14.2EDY
False,False,False,14,14,6228,14.14EDN
True,True,True,14,19,6961,14.19FQY
False,False,True,14,10,6240,14.10EDY
True,True,True,14,21,9049,14.21FQY
False,True,True,14,9,15562,14.9EQY
True,False,False,14,46,12065,14.46FDN
False,True,False,14,11,6660,14.11EQN
False,True,True,14,15,10268,14.15EQY
True,False,False,14,39,5384,14.39FDN
False,True,False,14,8,5011,14.8EQN
True,False,False,14,43,6599,14.43FDN
True,True,False,14,34,7609,14.34FQN
True,False,True,14,30,6480,14.30FDY
True,True,True,14,29,6522,14.29FQY
False,True,True,14,1,12648,14.1EQY
True,True,True,14,24,10558,14.24FQY
True,False,False,14,48,7176,14.48FDN
True,True,False,14,45,11115,14.45FQN
True,True,True,14,22,13453,14.22FQY
True,True,True,14,17,7962,14.17FQY
True,False,True,14,31,4951,14.31FDY
True,True,True,14,28,6090,14.28FQY
False,False,False,14,4,18488,14.4EDN
True,False,False,14,35,5518,14.35FDN
True,False,False,14,38,10344,14.38FDN
True,False,True,14,25,12659,14.25FDY
True,False,False,14,42,8580,14.42FDN
True,True,False,14,44,11148,14.44FQN
True,True,True,14,23,9262,14.23FQY
True,False,False,14,33,10320,14.33FDN
False,False,False,14,16,6509,14.16EDN
False,True,True,14,12,10868,14.12EQY
False,True,False,22,13,7890,22.13EQN
True,False,False,22,41,4931,22.41FDN
False,True,True,22,1,11189,22.1EQY
True,True,True,22,26,565,22.26FQY
False,True,False,22,8,5135,22.8EQN
True,False,True,22,32,5998,22.32FDY
True,True,False,22,36,3121,22.36FQN
True,False,False,22,47,2708,22.47FDN
True,True,True,22,20,6210,22.20FQY
True,True,True,22,18,10858,22.18FQY
True,True,True,22,27,4488,22.27FQY
True,False,False,22,40,4924,22.40FDN
False,False,False,22,4,3238,22.4EDN
True,False,False,22,37,5519,22.37FDN
True,True,True,22,21,5601,22.21FQY
True,False,False,22,46,7032,22.46FDN
True,True,True,22,19,6538,22.19FQY
False,False,False,22,14,5027,22.14EDN
False,False,True,22,10,7069,22.10EDY
True,False,False,22,43,7271,22.43FDN
True,False,False,22,39,5401,22.39FDN
True,True,True,22,29,2746,22.29FQY
False,True,False,22,7,3041,22.7EQN
True,True,True,22,24,6025,22.24FQY
False,False,True,22,3,4515,22.3EDY
True,False,True,22,30,3868,22.30FDY
True,True,False,22,34,3434,22.34FQN
False,True,False,22,11,3911,22.11EQN
False,True,True,22,15,5878,22.15EQY
True,True,True,22,17,6691,22.17FQY
True,False,False,22,48,6969,22.48FDN
True,True,False,22,45,8520,22.45FQN
False,False,True,22,5,4154,22.5EDY
True,True,True,22,22,6930,22.22FQY
True,True,True,22,28,3084,22.28FQY
False,False,True,22,2,4906,22.2EDY
True,False,True,22,31,5651,22.31FDY
True,False,True,22,25,3989,22.25FDY
False,False,False,22,6,5501,22.6EDN
True,False,False,22,42,1922,22.42FDN
True,False,False,22,35,6612,22.35FDN
True,False,False,22,38,6801,22.38FDN
False,True,True,22,12,8520,22.12EQY
False,False,False,22,16,7608,22.16EDN
True,True,False,22,44,6750,22.44FQN
True,True,True,22,23,368,22.23FQY
True,False,False,22,33,4264,22.33FDN
False,True,True,22,9,5940,22.9EQY
