UID,SID,IID,Reading,Condition_GP,Condition_Q,REC_CLEAN,REC,XY,FIRST,V,OBJ,PP1,STRONG,WEAK,STRUG,STRUG_START,QI
209-3-1,209,3,1,FALSE,TRUE,3EQN,3EQN,Y,16Y,NO,YES,YES,PP1,OBJ,NO,,YES
209-3-2,209,3,2,FALSE,TRUE,3EQN,3EQN,X,16Y,NO,YES,YES,OBJ,PP1,NO,,YES
209-4-1,209,4,1,TRUE,TRUE,4EQY,4EQY,Y,16Y,NO,YES,YES,PP1,OBJ,NO,,YES
209-4-2,209,4,2,TRUE,TRUE,4EQY,4EQY,X,16Y,NO,YES,YES,PP1,OBJ,NO,,YES
209-5-1,209,5,1,FALSE,TRUE,5EQN,5EQN,Y,16Y,NO,YES,NO,OBJ,NONE,NO,,YES
209-5-2,209,5,2,FALSE,TRUE,5EQN,5EQN,X,16Y,NO,YES,YES,OBJ,PP1,NO,,YES
209-6-1,209,6,1,TRUE,TRUE,6EQY,6EQY,Y,16Y,NO,NO,YES,PP1,NONE,NO,,YES
209-6-2,209,6,2,TRUE,TRUE,6EQY,6EQY,X,16Y,NO,NO,YES,PP1,NONE,NO,,YES
209-7-1,209,7,1,TRUE,FALSE,7EDY,7EDY,Y,16Y,NO,NO,YES,PP1,NONE,NO,,NO
209-7-2,209,7,2,TRUE,FALSE,7EDY,7EDY,X,16Y,YES,NO,YES,PP1,V,NO,,NO
209-8-1,209,8,1,TRUE,FALSE,8EDY,8EDY,Y,16Y,NO,YES,YES,PP1,OBJ,NO,,NO
209-8-2,209,8,2,TRUE,FALSE,8EDY,8EDY,X,16Y,NO,YES,YES,OBJ,PP1,NO,,NO
209-9-1,209,9,1,FALSE,FALSE,9EDN,9EDN,Y,16Y,NO,YES,NO,OBJ,NONE,NO,,YES
209-9-2,209,9,2,FALSE,FALSE,9EDN,9EDN,X,16Y,NO,YES,NO,OBJ,NONE,NO,,NO
21-1-1,21,1,1,FALSE,FALSE,1EDN,21.1EDN_X,X,16Y,NO,NO,YES,PP1,NONE,NO,,NO
21-1-2,21,1,2,FALSE,FALSE,1EDN,21.1EDN_Y,Y,16Y,NO,YES,YES,OBJ,PP1,NO,,NO
21-10-1,21,10,1,FALSE,TRUE,10EQN,21.10EQN_X,X,16Y,YES,YES,NO,OBJ,V,NO,,YES
21-10-2,21,10,2,FALSE,TRUE,10EQN,21.10EQN_Y,Y,16Y,NO,NO,YES,PP1,NONE,NO,,YES
21-11-1,21,11,1,TRUE,FALSE,11EDY,21.11EDY_X,X,16Y,NO,NO,YES,PP1,NONE,NO,,NO
21-11-2,21,11,2,TRUE,FALSE,11EDY,21.11EDY_Y,Y,16Y,NO,YES,YES,OBJ,PP1,NO,,NO
21-12-1,21,12,1,FALSE,FALSE,12EDN,21.12EDN_X,X,16Y,NO,YES,NO,OBJ,NONE,NO,,NO
21-12-2,21,12,2,FALSE,FALSE,12EDN,21.12EDN_Y,Y,16Y,NO,YES,NO,OBJ,NONE,NO,,NO
21-13-1,21,13,1,TRUE,FALSE,13EDY,21.13EDY_X,X,16Y,NO,YES,YES,PP1,OBJ,NO,,NO
21-13-2,21,13,2,TRUE,FALSE,13EDY,21.13EDY_Y,Y,16Y,NO,YES,YES,OBJ,PP1,NO,,NO
21-14-1,21,14,1,TRUE,TRUE,14EQY,21.14EQY_X,X,16Y,NO,YES,YES,PP1,OBJ,NO,,YES
21-14-2,21,14,2,TRUE,TRUE,14EQY,21.14EQY_Y,Y,16Y,NO,YES,YES,OBJ,PP1,NO,,YES
21-15-1,21,15,1,FALSE,FALSE,15EDN,21.15EDN_X,X,16Y,NO,YES,YES,OBJ,PP1,NO,,NO
21-15-2,21,15,2,FALSE,FALSE,15EDN,21.15EDN_Y,Y,16Y,NO,YES,YES,OBJ,PP1,YES,PP1,NO
21-16-1,21,16,1,TRUE,TRUE,16EQY,21.16EQY_X,X,16Y,NO,YES,YES,PP1,OBJ,NO,,YES
21-16-2,21,16,2,TRUE,TRUE,16EQY,21.16EQY_Y,Y,16Y,NO,YES,YES,PP1,OBJ,NO,,YES
21-2-1,21,2,1,FALSE,TRUE,2EQN,21.2EQN_X,X,16Y,NO,NO,YES,PP1,NONE,NO,,YES
21-2-2,21,2,2,FALSE,TRUE,2EQN,21.2EQN_Y,Y,16Y,NO,NO,YES,PP1,NONE,NO,,YES
21-3-1,21,3,1,FALSE,TRUE,3EQN,21.3EQN_X,X,16Y,NO,NO,YES,PP1,NONE,NO,,YES
21-3-2,21,3,2,FALSE,TRUE,3EQN,21.3EQN_Y,Y,16Y,NO,YES,YES,OBJ,PP1,NO,,YES
21-4-1,21,4,1,TRUE,TRUE,4EQY,21.4EQY_X,X,16Y,NO,YES,YES,PP1,OBJ,NO,,YES
21-4-2,21,4,2,TRUE,TRUE,4EQY,21.4EQY_Y,Y,16Y,NO,YES,YES,OBJ,PP1,NO,,YES
21-5-1,21,5,1,FALSE,TRUE,5EQN,21.5EQN_X,X,16Y,NO,YES,YES,PP1,OBJ,NO,,YES
21-5-2,21,5,2,FALSE,TRUE,5EQN,21.5EQN_Y,Y,16Y,NO,YES,YES,OBJ,PP1,NO,,YES
21-6-1,21,6,1,TRUE,TRUE,6EQY,21.6EQY_X,X,16Y,NO,NO,YES,PP1,NONE,YES,PP1,YES
21-6-2,21,6,2,TRUE,TRUE,6EQY,21.6EQY_Y,Y,16Y,NO,YES,YES,PP1,OBJ,NO,,YES
21-7-1,21,7,1,TRUE,FALSE,7EDY,21.7EDY_X,X,16Y,NO,NO,YES,PP1,NONE,NO,,NO
21-7-2,21,7,2,TRUE,FALSE,7EDY,21.7EDY_Y,Y,16Y,NO,YES,YES,OBJ,PP1,NO,,NO
21-8-1,21,8,1,TRUE,FALSE,8EDY,21.8EDY_X,X,16Y,NO,YES,YES,PP1,OBJ,NO,,NO
21-8-2,21,8,2,TRUE,FALSE,8EDY,21.8EDY_Y,Y,16Y,NO,NO,YES,PP1,NONE,NO,,NO
21-9-1,21,9,1,FALSE,FALSE,9EDN,21.9EDN_X,X,16Y,NO,NO,YES,PP1,NONE,NO,,NO
21-9-2,21,9,2,FALSE,FALSE,9EDN,21.9EDN_Y,Y,16Y,NO,YES,YES,OBJ,PP1,NO,,NO
210-1-1,210,1,1,TRUE,TRUE,1EQY,1EQY,Y,16Y,NO,NO,YES,PP1,NONE,NO,,YES
210-1-2,210,1,2,TRUE,TRUE,1EQY,1EQY,X,16Y,NO,YES,YES,PP1,OBJ,NO,,NO
210-10-1,210,10,1,TRUE,FALSE,10EDY,10EDY,Y,16Y,NO,NO,YES,PP1,NONE,NO,,NO
210-10-2,210,10,2,TRUE,FALSE,10EDY,10EDY,X,16Y,NO,YES,YES,PP1,OBJ,NO,,NO
210-11-1,210,11,1,FALSE,TRUE,11EQN,11EQN,Y,16Y,NO,YES,YES,NONE,NONE,YES,PP1,NO
210-11-2,210,11,2,FALSE,TRUE,11EQN,11EQN,X,16Y,NO,YES,YES,NONE,NONE,NO,,YES
210-12-1,210,12,1,TRUE,TRUE,12EQY,12EQY,Y,16Y,NO,NO,YES,PP1,NONE,NO,,YES
210-12-2,210,12,2,TRUE,TRUE,12EQY,12EQY,X,16Y,NO,NO,YES,PP1,NONE,NO,,YES
210-13-1,210,13,1,FALSE,TRUE,13EQN,13EQN,Y,16Y,NO,YES,NO,OBJ,NONE,NO,,YES
210-13-2,210,13,2,FALSE,TRUE,13EQN,13EQN,X,16Y,NO,YES,NO,OBJ,NONE,NO,,YES
210-14-1,210,14,1,FALSE,FALSE,14EDN,14EDN,Y,16Y,NO,YES,NO,OBJ,NONE,NO,,NO
210-14-2,210,14,2,FALSE,FALSE,14EDN,14EDN,X,16Y,NO,YES,NO,OBJ,NONE,NO,,NO
210-15-1,210,15,1,TRUE,TRUE,15EQY,15EQY,Y,16Y,NO,YES,YES,PP1,OBJ,NO,,YES
210-15-2,210,15,2,TRUE,TRUE,15EQY,15EQY,X,16Y,NO,YES,YES,PP1,OBJ,NO,,YES
210-16-1,210,16,1,FALSE,FALSE,16EDN,16EDN,Y,16Y,NO,NO,YES,PP1,NONE,NO,,NO
210-16-2,210,16,2,FALSE,FALSE,16EDN,16EDN,X,16Y,NO,NO,YES,PP1,NONE,NO,,NO
210-2-1,210,2,1,TRUE,FALSE,2EDY,2EDY,Y,16Y,NO,NO,YES,PP1,NONE,NO,,NO
210-2-2,210,2,2,TRUE,FALSE,2EDY,2EDY,X,16Y,NO,NO,YES,PP1,NONE,NO,,NO
210-3-1,210,3,1,TRUE,FALSE,3EDY,3EDY,Y,16Y,NO,YES,YES,OBJ,PP1,NO,,NO
210-3-2,210,3,2,TRUE,FALSE,3EDY,3EDY,X,16Y,NO,YES,YES,PP1,OBJ,NO,,NO
210-4-1,210,4,1,FALSE,FALSE,4EDN,4EDN,Y,16Y,NO,YES,YES,OBJ,PP1,NO,,NO
210-4-2,210,4,2,FALSE,FALSE,4EDN,4EDN,X,16Y,NO,YES,YES,PP1,OBJ,NO,,NO
210-5-1,210,5,1,TRUE,FALSE,5EDY,5EDY,Y,16Y,NO,NO,YES,PP1,NONE,NO,,NO
210-5-2,210,5,2,TRUE,FALSE,5EDY,5EDY,X,16Y,NO,YES,YES,PP1,OBJ,NO,,NO
210-6-1,210,6,1,FALSE,FALSE,6EDN,6EDN,Y,16Y,NO,NO,YES,PP1,NONE,NO,,NO
210-6-2,210,6,2,FALSE,FALSE,6EDN,6EDN,X,16Y,NO,NO,YES,PP1,NONE,NO,,NO
210-7-1,210,7,1,FALSE,TRUE,7EQN,7EQN,Y,16Y,NO,YES,YES,PP1,OBJ,NO,,YES
210-7-2,210,7,2,FALSE,TRUE,7EQN,7EQN,X,16Y,NO,NO,YES,PP1,NONE,NO,,YES
210-8-1,210,8,1,FALSE,TRUE,8EQN,8EQN,Y,16Y,NO,NO,YES,PP1,NONE,NO,,YES
210-8-2,210,8,2,FALSE,TRUE,8EQN,8EQN,X,16Y,NO,NO,YES,PP1,NONE,NO,,YES
210-9-1,210,9,1,TRUE,TRUE,9EQY,9EQY,Y,16Y,NO,NO,YES,PP1,NONE,NO,,YES
210-9-2,210,9,2,TRUE,TRUE,9EQY,9EQY,X,16Y,NO,YES,YES,PP1,OBJ,NO,,YES
212-1-1,212,1,1,FALSE,TRUE,1EQN,1EQN,Y,1Y,NO,YES,NO,OBJ,NONE,YES,OBJ,NO
212-1-2,212,1,2,FALSE,TRUE,1EQN,1EQN,X,1Y,YES,NO,NO,V,NONE,NO,,NO
212-10-1,212,10,1,FALSE,FALSE,10EDN,10EDN,Y,1Y,NO,NO,YES,PP1,NONE,NO,,NO
212-10-2,212,10,2,FALSE,FALSE,10EDN,10EDN,X,1Y,NO,NO,YES,PP1,NONE,YES,V,NO
212-11-1,212,11,1,TRUE,TRUE,11EQY,11EQY,Y,1Y,NO,YES,YES,OBJ,PP1,NO,,YES
212-11-2,212,11,2,TRUE,TRUE,11EQY,11EQY,X,1Y,NO,YES,YES,OBJ,PP1,NO,,NO
212-12-1,212,12,1,FALSE,TRUE,12EQN,12EQN,Y,1Y,YES,NO,YES,PP1,V,NO,,YES
212-12-2,212,12,2,FALSE,TRUE,12EQN,12EQN,X,1Y,NO,NO,YES,PP1,NONE,NO,,YES
212-13-1,212,13,1,TRUE,TRUE,13EQY,13EQY,Y,1Y,NO,YES,YES,PP1,OBJ,NO,,YES
212-13-2,212,13,2,TRUE,TRUE,13EQY,13EQY,X,1Y,NO,YES,YES,OBJ,PP1,NO,,YES
212-14-1,212,14,1,TRUE,FALSE,14EDY,14EDY,Y,1Y,NO,YES,YES,PP1,OBJ,NO,,NO
212-14-2,212,14,2,TRUE,FALSE,14EDY,14EDY,X,1Y,NO,YES,YES,OBJ,PP1,NO,,NO
212-15-1,212,15,1,FALSE,TRUE,15EQN,15EQN,Y,1Y,NO,YES,YES,OBJ,PP1,NO,,YES
212-15-2,212,15,2,FALSE,TRUE,15EQN,15EQN,X,1Y,NO,YES,YES,OBJ,PP1,NO,,YES
212-16-1,212,16,1,TRUE,FALSE,16EDY,16EDY,Y,1Y,NO,YES,YES,PP1,OBJ,NO,,NO
212-16-2,212,16,2,TRUE,FALSE,16EDY,16EDY,X,1Y,NO,YES,YES,PP1,OBJ,NO,,NO
212-2-1,212,2,1,FALSE,FALSE,2EDN,2EDN,Y,1Y,NO,YES,YES,PP1,OBJ,NO,,NO
212-2-2,212,2,2,FALSE,FALSE,2EDN,2EDN,X,1Y,NO,YES,YES,PP1,OBJ,NO,,NO
212-3-1,212,3,1,FALSE,FALSE,3EDN,3EDN,Y,1Y,NO,YES,NO,OBJ,NONE,NO,,NO
212-3-2,212,3,2,FALSE,FALSE,3EDN,3EDN,X,1Y,NO,YES,NO,OBJ,NONE,NO,,NO
212-4-1,212,4,1,TRUE,FALSE,4EDY,4EDY,Y,1Y,YES,YES,YES,OBJ,PP1,NO,,NO
212-4-2,212,4,2,TRUE,FALSE,4EDY,4EDY,X,1Y,YES,YES,YES,OBJ,PP1,NO,,NO
212-5-1,212,5,1,FALSE,FALSE,5EDN,5EDN,Y,1Y,NO,YES,NO,OBJ,NONE,NO,,NO
212-5-2,212,5,2,FALSE,FALSE,5EDN,5EDN,X,1Y,NO,YES,NO,OBJ,NONE,NO,,NO
212-6-1,212,6,1,TRUE,FALSE,6EDY,6EDY,Y,1Y,NO,YES,YES,PP1,OBJ,NO,,NO
212-6-2,212,6,2,TRUE,FALSE,6EDY,6EDY,X,1Y,NO,YES,YES,PP1,OBJ,NO,,NO
212-7-1,212,7,1,TRUE,TRUE,7EQY,7EQY,Y,1Y,NO,YES,YES,PP1,OBJ,NO,,YES
212-7-2,212,7,2,TRUE,TRUE,7EQY,7EQY,X,1Y,NO,YES,YES,PP1,OBJ,NO,,YES
212-8-1,212,8,1,TRUE,TRUE,8EQY,8EQY,Y,1Y,YES,YES,YES,PP1,NONE,NO,,NO
212-8-2,212,8,2,TRUE,TRUE,8EQY,8EQY,X,1Y,YES,YES,YES,PP1,V,NO,,NO
212-9-1,212,9,1,FALSE,TRUE,9EQN,9EQN,Y,1Y,NO,YES,NO,OBJ,NONE,NO,,YES
212-9-2,212,9,2,FALSE,TRUE,9EQN,9EQN,X,1Y,NO,YES,NO,OBJ,NONE,NO,,YES
214-1-1,214,1,1,TRUE,TRUE,1EQY,1EQY,Y,16Y,NO,YES,YES,PP1,OBJ,NO,,NO
214-1-2,214,1,2,TRUE,TRUE,1EQY,1EQY,X,16Y,NO,YES,YES,PP1,OBJ,NO,,YES
214-10-1,214,10,1,TRUE,FALSE,10EDY,10EDY,Y,16Y,NO,YES,YES,PP1,OBJ,NO,,NO
214-10-2,214,10,2,TRUE,FALSE,10EDY,10EDY,X,16Y,NO,YES,YES,PP1,OBJ,NO,,NO
214-11-1,214,11,1,FALSE,TRUE,11EQN,11EQN,Y,16Y,NO,YES,YES,NONE,NONE,NO,,NO
214-11-2,214,11,2,FALSE,TRUE,11EQN,11EQN,X,16Y,NO,YES,YES,PP1,OBJ,NO,,YES
214-12-1,214,12,1,TRUE,TRUE,12EQY,12EQY,Y,16Y,NO,NO,YES,PP1,NONE,NO,,NO
214-12-2,214,12,2,TRUE,TRUE,12EQY,12EQY,X,16Y,NO,YES,YES,PP1,OBJ,NO,,NO
214-13-1,214,13,1,FALSE,TRUE,13EQN,13EQN,Y,16Y,NO,YES,YES,PP1,OBJ,YES,PP2,YES
214-13-2,214,13,2,FALSE,TRUE,13EQN,13EQN,X,16Y,NO,YES,YES,OBJ,PP1,NO,,YES
214-14-1,214,14,1,FALSE,FALSE,14EDN,14EDN,Y,16Y,NO,YES,YES,OBJ,PP1,NO,,NO
214-14-2,214,14,2,FALSE,FALSE,14EDN,14EDN,X,16Y,NO,YES,YES,PP1,OBJ,NO,,NO
214-15-1,214,15,1,TRUE,TRUE,15EQY,15EQY,Y,16Y,NO,NO,YES,PP1,NONE,NO,,NO
214-15-2,214,15,2,TRUE,TRUE,15EQY,15EQY,X,16Y,NO,YES,YES,PP1,OBJ,NO,,YES
214-16-1,214,16,1,FALSE,FALSE,16EDN,16EDN,Y,16Y,NO,YES,YES,PP1,OBJ,NO,,NO
214-16-2,214,16,2,FALSE,FALSE,16EDN,16EDN,X,16Y,NO,YES,YES,PP1,OBJ,NO,,NO
214-2-1,214,2,1,TRUE,FALSE,2EDY,2EDY,Y,16Y,NO,NO,YES,PP1,NONE,NO,,NO
214-2-2,214,2,2,TRUE,FALSE,2EDY,2EDY,X,16Y,NO,YES,YES,PP1,OBJ,NO,,NO
214-3-1,214,3,1,TRUE,FALSE,3EDY,3EDY,Y,16Y,NO,YES,YES,PP1,OBJ,NO,,NO
214-3-2,214,3,2,TRUE,FALSE,3EDY,3EDY,X,16Y,NO,YES,YES,PP1,OBJ,NO,,NO
214-4-1,214,4,1,FALSE,FALSE,4EDN,4EDN,Y,16Y,YES,YES,YES,OBJ,PP1,NO,,NO
214-4-2,214,4,2,FALSE,FALSE,4EDN,4EDN,X,16Y,NO,NO,YES,PP1,NONE,NO,,NO
214-5-1,214,5,1,TRUE,FALSE,5EDY,5EDY,Y,16Y,NO,YES,YES,PP1,OBJ,NO,,NO
214-5-2,214,5,2,TRUE,FALSE,5EDY,5EDY,X,16Y,NO,YES,YES,PP1,OBJ,NO,,NO
214-6-1,214,6,1,FALSE,FALSE,6EDN,6EDN,Y,16Y,NO,YES,YES,PP1,OBJ,YES,PP2,NO
214-6-2,214,6,2,FALSE,FALSE,6EDN,6EDN,X,16Y,NO,YES,YES,OBJ,PP1,NO,,NO
214-7-1,214,7,1,FALSE,TRUE,7EQN,7EQN,Y,16Y,NO,YES,YES,OBJ,PP1,NO,,NO
214-7-2,214,7,2,FALSE,TRUE,7EQN,7EQN,X,16Y,NO,YES,YES,OBJ,PP1,NO,,YES
214-8-1,214,8,1,FALSE,TRUE,8EQN,8EQN,Y,16Y,NO,YES,YES,PP1,OBJ,NO,,NO
214-8-2,214,8,2,FALSE,TRUE,8EQN,8EQN,X,16Y,NO,NO,YES,PP1,NONE,YES,PP2,YES
214-9-1,214,9,1,TRUE,TRUE,9EQY,9EQY,Y,16Y,NO,YES,YES,PP1,OBJ,NO,,NO
214-9-2,214,9,2,TRUE,TRUE,9EQY,9EQY,X,16Y,NO,YES,YES,NONE,NONE,YES,PP1,YES
215-1-1,215,1,1,TRUE,FALSE,1EDY,1EDY,Y,1Y,NO,YES,YES,PP1,OBJ,NO,,NO
215-1-2,215,1,2,TRUE,FALSE,1EDY,1EDY,X,1Y,NO,YES,YES,PP1,OBJ,NO,,NO
215-10-1,215,10,1,TRUE,TRUE,10EQY,10EQY,Y,1Y,NO,YES,YES,PP1,OBJ,NO,,YES
215-10-2,215,10,2,TRUE,TRUE,10EQY,10EQY,X,1Y,NO,YES,YES,NONE,NONE,NO,,NO
215-11-1,215,11,1,FALSE,FALSE,11EDN,11EDN,Y,1Y,NO,YES,YES,OBJ,PP1,NO,,NO
215-11-2,215,11,2,FALSE,FALSE,11EDN,11EDN,X,1Y,NO,YES,YES,PP1,OBJ,NO,,NO
215-12-1,215,12,1,TRUE,FALSE,12EDY,12EDY,Y,1Y,NO,YES,YES,PP1,OBJ,NO,,NO
215-12-2,215,12,2,TRUE,FALSE,12EDY,12EDY,X,1Y,NO,YES,YES,PP1,OBJ,NO,,NO
215-13-1,215,13,1,FALSE,FALSE,13EDN,13EDN,Y,1Y,NO,YES,YES,PP1,OBJ,NO,,NO
215-13-2,215,13,2,FALSE,FALSE,13EDN,13EDN,X,1Y,NO,YES,NO,OBJ,NONE,NO,,YES
215-14-1,215,14,1,FALSE,TRUE,14EQN,14EQN,Y,1Y,NO,YES,YES,PP1,OBJ,NO,,YES
215-14-2,215,14,2,FALSE,TRUE,14EQN,14EQN,X,1Y,NO,NO,YES,PP1,NONE,NO,,YES
215-15-1,215,15,1,TRUE,FALSE,15EDY,15EDY,Y,1Y,NO,YES,YES,PP1,OBJ,NO,,NO
215-15-2,215,15,2,TRUE,FALSE,15EDY,15EDY,X,1Y,NO,YES,YES,PP1,OBJ,NO,,NO
215-16-1,215,16,1,FALSE,TRUE,16EQN,16EQN,Y,1Y,NO,NO,YES,PP1,NONE,NO,,YES
215-16-2,215,16,2,FALSE,TRUE,16EQN,16EQN,X,1Y,NO,NO,YES,PP1,NONE,NO,,YES
215-2-1,215,2,1,TRUE,TRUE,2EQY,2EQY,Y,1Y,NO,YES,YES,PP1,OBJ,NO,,YES
215-2-2,215,2,2,TRUE,TRUE,2EQY,2EQY,X,1Y,NO,NO,YES,PP1,NONE,NO,,YES
215-3-1,215,3,1,TRUE,TRUE,3EQY,3EQY,Y,1Y,NO,YES,YES,PP1,OBJ,NO,,YES
215-3-2,215,3,2,TRUE,TRUE,3EQY,3EQY,X,1Y,NO,YES,YES,PP1,OBJ,NO,,YES
215-4-1,215,4,1,FALSE,TRUE,4EQN,4EQN,Y,1Y,NO,YES,NO,OBJ,NONE,NO,,YES
215-4-2,215,4,2,FALSE,TRUE,4EQN,4EQN,X,1Y,NO,YES,NO,OBJ,NONE,NO,,YES
215-5-1,215,5,1,TRUE,TRUE,5EQY,5EQY,Y,1Y,NO,YES,YES,PP1,OBJ,NO,,YES
215-5-2,215,5,2,TRUE,TRUE,5EQY,5EQY,X,1Y,NO,YES,YES,PP1,OBJ,NO,,YES
215-6-1,215,6,1,FALSE,TRUE,6EQN,6EQN,Y,1Y,NO,NO,YES,PP1,NONE,NO,,YES
215-6-2,215,6,2,FALSE,TRUE,6EQN,6EQN,X,1Y,NO,NO,YES,PP1,NONE,NO,,YES
215-7-1,215,7,1,FALSE,FALSE,7EDN,7EDN,Y,1Y,NO,NO,YES,PP1,NONE,NO,,NO
215-7-2,215,7,2,FALSE,FALSE,7EDN,7EDN,X,1Y,NO,YES,YES,OBJ,PP1,NO,,NO
215-8-1,215,8,1,FALSE,FALSE,8EDN,8EDN,Y,1Y,NO,YES,YES,PP1,OBJ,NO,,NO
215-8-2,215,8,2,FALSE,FALSE,8EDN,8EDN,X,1Y,NO,YES,YES,OBJ,PP1,NO,,NO
215-9-1,215,9,1,TRUE,FALSE,9EDY,9EDY,Y,1Y,NO,YES,YES,PP1,OBJ,YES,PP1,NO
215-9-2,215,9,2,TRUE,FALSE,9EDY,9EDY,X,1Y,NO,YES,YES,PP1,OBJ,NO,,NO
22-1-1,22,1,1,TRUE,TRUE,1EQY,1EQY,X,1Y,NO,YES,YES,OBJ,PP1,NO,,YES
22-1-2,22,1,2,TRUE,TRUE,1EQY,1EQY,Y,1Y,NO,YES,YES,OBJ,PP1,NO,,YES
22-10-1,22,10,1,TRUE,FALSE,10EDY,10EDY,X,1Y,NO,YES,YES,OBJ,PP1,NO,,NO
22-10-2,22,10,2,TRUE,FALSE,10EDY,10EDY,Y,1Y,NO,YES,YES,OBJ,PP1,NO,,NO
22-11-1,22,11,1,FALSE,TRUE,11EQN,11EQN,X,1Y,NO,YES,YES,PP1,OBJ,NO,,YES
22-11-2,22,11,2,FALSE,TRUE,11EQN,11EQN,Y,1Y,NO,YES,YES,OBJ,PP1,NO,,YES
22-12-1,22,12,1,TRUE,TRUE,12EQY,12EQY,X,1Y,NO,NO,YES,PP1,NONE,NO,,YES
22-12-2,22,12,2,TRUE,TRUE,12EQY,12EQY,Y,1Y,NO,YES,YES,PP1,OBJ,NO,,YES
22-13-1,22,13,1,FALSE,TRUE,13EQN,13EQN,X,1Y,NO,YES,NO,OBJ,NONE,NO,,YES
22-13-2,22,13,2,FALSE,TRUE,13EQN,13EQN,Y,1Y,NO,YES,NO,OBJ,NONE,NO,,YES
22-14-1,22,14,1,FALSE,FALSE,14EDN,14EDN,X,1Y,NO,YES,NO,OBJ,NONE,NO,,NO
22-14-2,22,14,2,FALSE,FALSE,14EDN,14EDN,Y,1Y,NO,YES,NO,OBJ,NONE,NO,,NO
22-15-1,22,15,1,TRUE,TRUE,15EQY,15EQY,X,1Y,NO,NO,YES,PP1,NONE,NO,,YES
22-15-2,22,15,2,TRUE,TRUE,15EQY,15EQY,Y,1Y,NO,YES,YES,PP1,OBJ,NO,,YES
22-16-1,22,16,1,FALSE,FALSE,16EDN,16EDN,X,1Y,NO,YES,YES,OBJ,PP1,NO,,NO
22-16-2,22,16,2,FALSE,FALSE,16EDN,16EDN,Y,1Y,NO,YES,NO,OBJ,NONE,NO,,NO
22-2-1,22,2,1,TRUE,FALSE,2EDY,2EDY,X,1Y,NO,NO,YES,PP1,NONE,NO,,NO
22-2-2,22,2,2,TRUE,FALSE,2EDY,2EDY,Y,1Y,NO,YES,YES,PP1,OBJ,NO,,NO
22-3-1,22,3,1,TRUE,FALSE,3EDY,3EDY,X,1Y,NO,YES,YES,PP1,OBJ,NO,,YES
22-3-2,22,3,2,TRUE,FALSE,3EDY,3EDY,Y,1Y,NO,YES,YES,OBJ,PP1,NO,,NO
22-4-1,22,4,1,FALSE,FALSE,4EDN,4EDN,X,1Y,NO,YES,YES,OBJ,PP1,NO,,NO
22-4-2,22,4,2,FALSE,FALSE,4EDN,4EDN,Y,1Y,YES,YES,NO,OBJ,V,NO,,NO
22-5-1,22,5,1,TRUE,FALSE,5EDY,5EDY,X,1Y,NO,YES,YES,PP1,OBJ,NO,,NO
22-5-2,22,5,2,TRUE,FALSE,5EDY,5EDY,Y,1Y,NO,YES,YES,OBJ,PP1,NO,,NO
22-6-1,22,6,1,FALSE,FALSE,6EDN,6EDN,X,1Y,NO,NO,YES,PP1,NONE,NO,,NO
22-6-2,22,6,2,FALSE,FALSE,6EDN,6EDN,Y,1Y,NO,YES,NO,OBJ,NONE,NO,,NO
22-7-1,22,7,1,FALSE,TRUE,7EQN,7EQN,X,1Y,NO,YES,NO,OBJ,NONE,NO,,YES
22-7-2,22,7,2,FALSE,TRUE,7EQN,7EQN,Y,1Y,NO,YES,NO,OBJ,NONE,NO,,YES
22-8-1,22,8,1,FALSE,TRUE,8EQN,8EQN,X,1Y,NO,YES,YES,PP1,OBJ,NO,,YES
22-8-2,22,8,2,FALSE,TRUE,8EQN,8EQN,Y,1Y,NO,YES,NO,OBJ,NONE,NO,,YES
22-9-1,22,9,1,TRUE,TRUE,9EQY,9EQY,X,1Y,NO,YES,YES,PP1,OBJ,NO,,YES
22-9-2,22,9,2,TRUE,TRUE,9EQY,9EQY,Y,1Y,NO,YES,YES,OBJ,PP1,NO,,YES
3-1-1,3,1,1,TRUE,FALSE,1EDY,3.1EDY_X,X,16Y,YES,NO,YES,PP1,V,YES,PP2,NO
3-1-2,3,1,2,TRUE,FALSE,1EDY,3.1EDY_Y,Y,16Y,YES,NO,YES,PP1,V,NO,,NO
3-10-1,3,10,1,TRUE,TRUE,10EQY,3.10EQY_X,X,16Y,NO,NO,YES,PP1,NONE,NO,,YES
3-10-2,3,10,2,TRUE,TRUE,10EQY,3.10EQY_Y,Y,16Y,NO,YES,YES,OBJ,PP1,NO,,YES
3-11-1,3,11,1,FALSE,FALSE,11EDN,3.11EDN_X,X,16Y,NO,YES,YES,PP1,OBJ,NO,,NO
3-11-2,3,11,2,FALSE,FALSE,11EDN,3.11EDN_Y,Y,16Y,NO,YES,YES,OBJ,PP1,NO,,NO
3-12-1,3,12,1,TRUE,FALSE,12EDY,3.12EDY_X,X,16Y,NO,NO,YES,PP1,NONE,NO,,NO
3-12-2,3,12,2,TRUE,FALSE,12EDY,3.12EDY_Y,Y,16Y,NO,NO,YES,PP1,NONE,NO,,NO
3-13-1,3,13,1,FALSE,FALSE,13EDN,3.13EDN_X,X,16Y,NO,YES,YES,PP1,OBJ,NO,,NO
3-13-2,3,13,2,FALSE,FALSE,13EDN,3.13EDN_Y,Y,16Y,NO,YES,NO,OBJ,NONE,NO,,NO
